size,nb,ib,threads,GFlops
2048,240,200,8,66.5268
2048,240,208,8,64.0917
2048,240,216,8,59.3167
2048,240,224,8,60.9445
2048,240,232,8,55.0329
2048,248,8,8,77.8306
2048,248,16,8,77.7362
2048,248,24,8,103.3139
2048,248,32,8,97.708
2048,248,40,8,100.7695
2048,248,48,8,88.9597
2048,248,56,8,66.9145
2048,248,64,8,56.7864
2048,248,72,8,64.1692
2048,248,80,8,71.2855
2048,248,88,8,66.447
2048,248,96,8,71.1298
2048,248,104,8,74.4626
2048,248,112,8,68.6425
2048,248,120,8,65.819
2048,248,128,8,66.857
2048,248,136,8,70.4383
2048,248,144,8,61.2333
2048,248,152,8,67.0727
2048,248,160,8,68.2654
2048,248,168,8,64.7935
2048,248,176,8,60.7433
2048,248,184,8,61.6628
2048,248,192,8,62.7399
2048,248,200,8,60.5674
2048,248,208,8,48.8022
2048,248,216,8,61.3164
2048,248,224,8,59.2024
2048,248,232,8,54.9537
2048,248,240,8,54.1412
2048,256,8,8,78.455
2048,256,16,8,95.5447
2048,256,24,8,97.3058
2048,256,32,8,92.9989
2048,256,40,8,92.5498
2048,256,48,8,85.3132
2048,256,56,8,63.4811
2048,256,64,8,57.5392
2048,256,72,8,65.304
2048,256,80,8,66.0656
2048,256,88,8,62.5854
2048,256,96,8,65.5596
2048,256,104,8,48.7265
2048,256,112,8,62.5324
2048,256,120,8,64.2059
2048,256,128,8,66.9626
2048,256,136,8,53.307
2048,256,144,8,61.7929
2048,256,152,8,67.8677
2048,256,160,8,65.5015
2048,256,168,8,59.6998
2048,256,176,8,59.9844
2048,256,184,8,60.3241
2048,256,192,8,64.2657
2048,256,200,8,59.3198
2048,256,208,8,61.4163
2048,256,216,8,58.8927
2048,256,224,8,59.2131
2048,256,232,8,56.8444
2048,256,240,8,52.9724
2048,256,248,8,53.516
2048,264,8,8,85.6138
2048,264,16,8,98.2518
2048,264,24,8,103.7299
2048,264,32,8,74.7301
2048,264,40,8,94.664
2048,264,48,8,85.9214
2048,264,56,8,81.8595
2048,264,64,8,73.507
2048,264,72,8,79.8593
2048,264,80,8,78.174
2048,264,88,8,73.3428
2048,264,96,8,76.761
2048,264,104,8,68.5694
2048,264,112,8,75.5358
2048,264,120,8,72.5273
2048,264,128,8,70.8195
2048,264,136,8,69.5391
2048,264,144,8,71.3317
2048,264,152,8,67.9809
2048,264,160,8,70.0213
2048,264,168,8,70.5514
2048,264,176,8,52.2216
2048,264,184,8,70.026
2048,264,192,8,67.9019
2048,264,200,8,66.4901
2048,264,208,8,64.1822
2048,264,216,8,62.8286
2048,264,224,8,64.1756
2048,264,232,8,57.7873
2048,264,240,8,61.0054
2048,264,248,8,56.3752
2048,264,256,8,55.56
2048,272,8,8,79.8926
2048,272,16,8,89.617
2048,272,24,8,100.9668
2048,272,32,8,93.7634
2048,272,40,8,87.1164
2048,272,48,8,74.492
2048,272,56,8,74.0412
2048,272,64,8,75.4597
2048,272,72,8,74.592
2048,272,80,8,77.8031
2048,272,88,8,73.8209
2048,272,96,8,75.136
2048,272,104,8,78.6288
2048,272,112,8,74.5623
2048,272,120,8,70.831
2048,272,128,8,59.2587
2048,272,136,8,75.6409
2048,272,144,8,65.9363
2048,272,152,8,70.3673
2048,272,160,8,71.5744
2048,272,168,8,74.5958
2048,272,176,8,68.5583
2048,272,184,8,70.0217
2048,272,192,8,70.9361
2048,272,200,8,70.5919
2048,272,208,8,47.6108
2048,272,216,8,62.122
2048,272,224,8,61.9987
2048,272,232,8,60.3928
2048,272,240,8,61.0633
2048,272,248,8,56.7518
2048,272,256,8,56.0987
2048,272,264,8,52.6987
2048,280,8,8,59.237
2048,280,16,8,90.2166
2048,280,24,8,97.2166
2048,280,32,8,78.7212
2048,280,40,8,98.0624
2048,280,48,8,85.2433
2048,280,56,8,72.7853
2048,280,64,8,78.391
2048,280,72,8,72.8014
2048,280,80,8,78.4619
2048,280,88,8,63.2189
2048,280,96,8,78.4765
2048,280,104,8,61.8522
2048,280,112,8,64.2041
2048,280,120,8,68.1016
2048,280,128,8,55.9402
2048,280,136,8,68.4457
2048,280,144,8,68.102
2048,280,152,8,63.1729
2048,280,160,8,71.827
2048,280,168,8,64.6415
2048,280,176,8,68.6009
2048,280,184,8,65.9515
2048,280,192,8,71.7671
2048,280,200,8,65.7883
2048,280,208,8,62.1598
2048,280,216,8,65.9348
2048,280,224,8,60.8804
2048,280,232,8,59.6665
2048,280,240,8,60.5421
2048,280,248,8,52.3255
2048,280,256,8,42.4417
2048,280,264,8,58.7976
2048,280,272,8,52.427
2048,288,8,8,76.329
2048,288,16,8,83.3441
2048,288,24,8,91.1288
2048,288,32,8,88.861
2048,288,40,8,88.382
2048,288,48,8,85.3207
2048,288,56,8,72.1711
2048,288,64,8,73.9867
2048,288,72,8,72.1593
2048,288,80,8,74.1638
2048,288,88,8,74.478
2048,288,96,8,74.7436
2048,288,104,8,71.0367
2048,288,112,8,73.2688
2048,288,120,8,71.7973
2048,288,128,8,62.6384
2048,288,136,8,50.832
2048,288,144,8,66.4609
2048,288,152,8,65.8938
2048,288,160,8,71.1488
2048,288,168,8,65.0004
2048,288,176,8,59.6457
2048,288,184,8,57.5789
2048,288,192,8,65.6869
2048,288,200,8,62.3644
2048,288,208,8,62.7915
2048,288,216,8,63.8735
2048,288,224,8,61.1278
2048,288,232,8,57.3998
2048,288,240,8,53.4517
2048,288,248,8,55.7649
2048,288,256,8,56.249
2048,288,264,8,55.6972
2048,288,272,8,51.8519
2048,288,280,8,51.7624
2048,296,8,8,78.2579
2048,296,16,8,79.2009
2048,296,24,8,78.1005
2048,296,32,8,67.1599
2048,296,40,8,71.0456
2048,296,48,8,67.8774
2048,296,56,8,64.5901
2048,296,64,8,45.9775
2048,296,72,8,61.1771
2048,296,80,8,70.2565
2048,296,88,8,65.2952
2048,296,96,8,64.0816
2048,296,104,8,63.2056
2048,296,112,8,58.8885
2048,296,120,8,59.1902
2048,296,128,8,63.4604
2048,296,136,8,59.1261
2048,296,144,8,55.8788
2048,296,152,8,58.3147
2048,296,160,8,65.2586
2048,296,168,8,56.0529
2048,296,176,8,53.8138
2048,296,184,8,60.8135
2048,296,192,8,52.079
2048,296,200,8,64.2106
2048,296,208,8,66.2546
2048,296,216,8,58.7472
2048,296,224,8,52.6368
2048,296,232,8,57.5116
2048,296,240,8,55.025
2048,296,248,8,58.9085
2048,296,256,8,56.4357
2048,296,264,8,56.3888
2048,296,272,8,56.0474
2048,296,280,8,54.7027
2048,296,288,8,54.4965
2048,304,8,8,73.0042
2048,304,16,8,86.1714
2048,304,24,8,66.372
2048,304,32,8,84.6639
2048,304,40,8,86.2414
2048,304,48,8,77.291
2048,304,56,8,74.323
2048,304,64,8,75.3203
2048,304,72,8,71.3784
2048,304,80,8,74.6677
2048,304,88,8,61.8636
2048,304,96,8,65.7914
2048,304,104,8,71.0716
2048,304,112,8,71.9961
2048,304,120,8,67.5641
2048,304,128,8,60.3906
2048,304,136,8,67.26
2048,304,144,8,57.4459
2048,304,152,8,55.0834
2048,304,160,8,66.9269
2048,304,168,8,64.8126
2048,304,176,8,63.7069
2048,304,184,8,65.5723
2048,304,192,8,60.2265
2048,304,200,8,63.6122
2048,304,208,8,63.0943
2048,304,216,8,57.9078
2048,304,224,8,59.7608
2048,304,232,8,60.5098
2048,304,240,8,46.5126
2048,304,248,8,47.4667
2048,304,256,8,54.7074
2048,304,264,8,58.6516
2048,304,272,8,48.8371
2048,304,280,8,43.3305
2048,304,288,8,49.9438
2048,304,296,8,48.6009
2048,312,8,8,71.6446
2048,312,16,8,85.6485
2048,312,24,8,83.8968
2048,312,32,8,74.3945
2048,312,40,8,67.1422
2048,312,48,8,75.5199
2048,312,56,8,70.6632
2048,312,64,8,71.9032
2048,312,72,8,73.1644
2048,312,80,8,73.0371
2048,312,88,8,71.333
2048,312,96,8,70.3825
2048,312,104,8,71.1851
2048,312,112,8,58.8772
2048,312,120,8,70.2652
2048,312,128,8,69.4472
2048,312,136,8,72.2408
2048,312,144,8,67.645
2048,312,152,8,68.9418
2048,312,160,8,64.9621
2048,312,168,8,66.0245
2048,312,176,8,67.3295
2048,312,184,8,63.3688
2048,312,192,8,51.1934
2048,312,200,8,63.4091
2048,312,208,8,63.096
2048,312,216,8,61.4341
2048,312,224,8,60.1358
2048,312,232,8,59.0295
2048,312,240,8,58.7847
2048,312,248,8,58.5011
2048,312,256,8,57.5346
2048,312,264,8,56.1334
2048,312,272,8,56.8196
2048,312,280,8,42.798
2048,312,288,8,52.1933
2048,312,296,8,48.0667
2048,312,304,8,48.7329
2048,320,8,8,67.5653
2048,320,16,8,75.22
2048,320,24,8,78.0861
2048,320,32,8,86.2912
2048,320,40,8,78.8837
2048,320,48,8,76.4136
2048,320,56,8,72.9888
2048,320,64,8,70.0277
2048,320,72,8,71.7146
2048,320,80,8,59.773
2048,320,88,8,71.389
2048,320,96,8,70.7229
2048,320,104,8,69.066
2048,320,112,8,68.3457
2048,320,120,8,68.7202
2048,320,128,8,67.7542
2048,320,136,8,69.769
2048,320,144,8,66.0678
2048,320,152,8,63.4579
2048,320,160,8,63.0152
2048,320,168,8,61.3037
2048,320,176,8,63.4569
2048,320,184,8,63.2891
2048,320,192,8,62.7732
2048,320,200,8,64.0444
2048,320,208,8,62.0622
2048,320,216,8,53.8548
2048,320,224,8,61.05
2048,320,232,8,56.777
2048,320,240,8,58.8476
2048,320,248,8,56.4266
2048,320,256,8,51.7912
2048,320,264,8,56.6928
2048,320,272,8,52.8686
2048,320,280,8,45.9808
2048,320,288,8,41.2904
2048,320,296,8,51.4305
2048,320,304,8,48.0566
2048,320,312,8,46.7523
2048,328,8,8,65.2636
2048,328,16,8,47.7712
2048,328,24,8,79.9561
2048,328,32,8,80.4111
2048,328,40,8,63.5504
2048,328,48,8,66.8197
2048,328,56,8,70.2767
2048,328,64,8,66.9141
2048,328,72,8,74.352
2048,328,80,8,69.116
2048,328,88,8,72.3493
2048,328,96,8,73.6539
2048,328,104,8,67.6695
2048,328,112,8,72.6179
2048,328,120,8,68.3335
2048,328,128,8,62.1187
2048,328,136,8,64.5549
2048,328,144,8,67.3445
2048,328,152,8,60.2623
2048,328,160,8,61.6366
2048,328,168,8,62.7207
2048,328,176,8,58.6417
2048,328,184,8,60.8907
2048,328,192,8,60.9176
2048,328,200,8,61.6795
2048,328,208,8,43.8374
2048,328,216,8,58.6712
2048,328,224,8,59.1211
2048,328,232,8,57.2645
2048,328,240,8,56.0792
2048,328,248,8,55.7894
2048,328,256,8,53.0959
2048,328,264,8,53.4312
2048,328,272,8,52.2083
2048,328,280,8,51.8601
2048,328,288,8,40.5433
2048,328,296,8,50.2631
2048,328,304,8,47.6889
2048,328,312,8,46.2208
2048,328,320,8,45.1573
2048,336,8,8,60.5274
2048,336,16,8,59.986
2048,336,24,8,78.549
2048,336,32,8,75.2289
2048,336,40,8,78.7997
2048,336,48,8,62.256
2048,336,56,8,63.4014
2048,336,64,8,65.8481
2048,336,72,8,65.731
2048,336,80,8,68.5349
2048,336,88,8,70.4951
2048,336,96,8,71.1157
2048,336,104,8,60.0592
2048,336,112,8,70.2837
2048,336,120,8,66.08
2048,336,128,8,65.0668
2048,336,136,8,62.9543
2048,336,144,8,65.1049
2048,336,152,8,64.3884
2048,336,160,8,63.856
2048,336,168,8,60.102
2048,336,176,8,56.9978
2048,336,184,8,58.6231
2048,336,192,8,62.3529
2048,336,200,8,56.6628
2048,336,208,8,45.6303
2048,336,216,8,57.8798
2048,336,224,8,56.95
2048,336,232,8,58.4363
2048,336,240,8,55.4408
2048,336,248,8,52.2992
2048,336,256,8,53.5844
2048,336,264,8,55.3928
2048,336,272,8,51.0296
2048,336,280,8,52.4107
2048,336,288,8,44.42
2048,336,296,8,48.1044
2048,336,304,8,46.5744
2048,336,312,8,47.633
2048,336,320,8,43.6556
2048,336,328,8,42.4323
2048,344,8,8,56.7459
2048,344,16,8,62.037
2048,344,24,8,69.5074
2048,344,32,8,72.0935
2048,344,40,8,70.5032
2048,344,48,8,70.2462
2048,344,56,8,64.302
2048,344,64,8,66.1757
2048,344,72,8,66.6526
2048,344,80,8,70.7767
2048,344,88,8,71.8224
2048,344,96,8,59.4055
2048,344,104,8,72.4361
2048,344,112,8,66.8162
2048,344,120,8,53.017
2048,344,128,8,65.895
2048,344,136,8,64.9009
2048,344,144,8,63.2471
2048,344,152,8,62.54
2048,344,160,8,60.4644
2048,344,168,8,61.2349
2048,344,176,8,59.4243
2048,344,184,8,60.4421
2048,344,192,8,59.964
2048,344,200,8,63.2074
2048,344,208,8,59.3889
2048,344,216,8,58.9758
2048,344,224,8,59.4898
2048,344,232,8,58.7785
2048,344,240,8,56.0231
2048,344,248,8,56.7254
2048,344,256,8,52.7778
2048,344,264,8,53.2315
2048,344,272,8,52.5667
2048,344,280,8,51.7267
2048,344,288,8,36.5327
2048,344,296,8,50.7462
2048,344,304,8,45.0827
2048,344,312,8,48.2498
2048,344,320,8,47.2433
2048,344,328,8,46.1033
2048,344,336,8,45.2888
2048,352,8,8,56.6917
2048,352,16,8,67.8131
2048,352,24,8,58.9733
2048,352,32,8,74.8834
2048,352,40,8,76.5938
2048,352,48,8,70.6032
2048,352,56,8,62.7973
2048,352,64,8,66.2868
2048,352,72,8,66.577
2048,352,80,8,65.6482
2048,352,88,8,49.9804
2048,352,96,8,65.4573
2048,352,104,8,49.1486
2048,352,112,8,65.8303
2048,352,120,8,67.402
2048,352,128,8,65.9029
2048,352,136,8,65.9264
2048,352,144,8,62.7946
2048,352,152,8,64.6032
2048,352,160,8,61.0052
2048,352,168,8,59.7804
2048,352,176,8,59.3142
2048,352,184,8,56.9678
2048,352,192,8,59.3991
2048,352,200,8,57.9181
2048,352,208,8,59.9461
2048,352,216,8,56.8089
2048,352,224,8,58.9494
2048,352,232,8,55.2752
2048,352,240,8,54.7166
2048,352,248,8,53.616
2048,352,256,8,53.6563
2048,352,264,8,54.4566
2048,352,272,8,51.7171
2048,352,280,8,51.2012
2048,352,288,8,50.0865
2048,352,296,8,33.6537
2048,352,304,8,47.9773
2048,352,312,8,45.5706
2048,352,320,8,46.3305
2048,352,328,8,45.029
2048,352,336,8,41.2126
2048,352,344,8,42.2814
2048,360,8,8,57.3581
2048,360,16,8,62.4197
2048,360,24,8,69.797
2048,360,32,8,71.9578
2048,360,40,8,75.1312
2048,360,48,8,70.7666
2048,360,56,8,64.2203
2048,360,64,8,64.8482
2048,360,72,8,64.6032
2048,360,80,8,65.7321
2048,360,88,8,66.9849
2048,360,96,8,68.115
2048,360,104,8,66.9547
2048,360,112,8,65.15
2048,360,120,8,64.5374
2048,360,128,8,62.0252
2048,360,136,8,66.5736
2048,360,144,8,62.5246
2048,360,152,8,58.7072
2048,360,160,8,54.8247
2048,360,168,8,50.1147
2048,360,176,8,44.1101
2048,360,184,8,59.2657
2048,360,192,8,56.9775
2048,360,200,8,57.8188
2048,360,208,8,58.225
2048,360,216,8,59.2848
2048,360,224,8,57.0967
2048,360,232,8,51.1468
2048,360,240,8,54.482
2048,360,248,8,54.5216
2048,360,256,8,53.9572
2048,360,264,8,55.2401
2048,360,272,8,51.9082
2048,360,280,8,53.1742
2048,360,288,8,49.5941
2048,360,296,8,50.5945
2048,360,304,8,44.5637
2048,360,312,8,33.3113
2048,360,320,8,46.3827
2048,360,328,8,44.3245
2048,360,336,8,40.1741
2048,360,344,8,40.8724
2048,360,352,8,41.669
2048,368,8,8,57.6541
2048,368,16,8,53.2449
2048,368,24,8,69.1798
2048,368,32,8,63.4249
2048,368,40,8,71.8823
2048,368,48,8,69.6926
2048,368,56,8,62.32
2048,368,64,8,68.97
2048,368,72,8,55.3879
2048,368,80,8,64.8434
2048,368,88,8,60.2186
2048,368,96,8,65.3249
2048,368,104,8,67.454
2048,368,112,8,65.4069
2048,368,120,8,64.9915
2048,368,128,8,62.776
