threads,size,nb,ib,Time_sec,GFlops
4,2048,32,8,1.58028e-05,8.294226339636014
4,2048,32,12,1.40181e-05,9.350197244990404
4,2048,32,16,1.20715e-05,10.857971254607962
4,2048,36,8,2.2649e-05,8.239833988255553
4,2048,36,12,1.73598e-05,10.750354266754226
4,2048,36,16,1.76781e-05,10.556790605325233
4,2048,40,8,2.51504e-05,10.178764552452446
4,2048,40,12,2.39232e-05,10.700909577314071
4,2048,40,16,2.02745e-05,12.626698562233347
4,2048,40,20,1.80166e-05,14.209118257606875
4,2048,44,8,3.35118e-05,10.167642442363585
4,2048,44,12,2.78862e-05,12.218803565921496
4,2048,44,16,2.472e-05,13.783818770226537
4,2048,44,20,2.52371e-05,13.501392790772316
4,2048,48,8,3.74597e-05,11.80917092235122
4,2048,48,12,3.19384e-05,13.85066252536132
4,2048,48,16,2.79555e-05,15.824006009550894
4,2048,48,20,2.87735e-05,15.374146349940048
4,2048,48,24,2.85607e-05,15.48869600535001
4,2048,52,8,4.78575e-05,11.752222744606385
4,2048,52,12,4.15127e-05,13.548432166541806
4,2048,52,16,3.69551e-05,15.219333732015336
4,2048,52,20,3.65999e-05,15.36703652195771
4,2048,52,24,3.83893e-05,14.650749036840994
4,2048,56,8,5.45914e-05,12.867667801155493
4,2048,56,12,4.70612e-05,14.926606206386575
4,2048,56,16,4.1966e-05,16.738883858361532
4,2048,56,20,4.27328e-05,16.438520293545007
4,2048,56,24,4.32442e-05,16.24412059883175
4,2048,56,28,3.92655e-05,17.890107091467065
4,2048,60,8,6.88552e-05,12.548071895804528
4,2048,60,12,5.48969e-05,15.73859361821888
4,2048,60,16,4.9758e-05,17.36404196310141
4,2048,60,20,4.95786e-05,17.426873691471727
4,2048,60,24,5.04768e-05,17.116774438950173
4,2048,60,28,5.14924e-05,16.77917517924975
4,2048,64,8,7.77584e-05,13.485051132739358
4,2048,64,12,6.70243e-05,15.644713932111191
4,2048,64,16,5.99827e-05,17.481307110216783
4,2048,64,20,5.96886e-05,17.567441689032744
4,2048,64,24,5.66293e-05,18.516492345835108
4,2048,64,28,5.56616e-05,18.838409244434224
4,2048,64,32,5.13868e-05,20.405551620260457
4,2048,68,8,9.11299e-05,13.80148557169491
4,2048,68,12,7.778e-05,16.170326562098225
4,2048,68,16,7.3771e-05,17.04908432853018
4,2048,68,20,6.909e-05,18.20419742365031
4,2048,68,24,6.49662e-05,19.35972859733215
4,2048,68,28,6.4965e-05,19.36008620026168
4,2048,68,32,6.4092e-05,19.62379080072396
4,2048,72,8,0.000100533,14.850765420309749
4,2048,72,12,8.44003e-05,17.689415795915416
4,2048,72,16,8.16848e-05,18.27747634810883
4,2048,72,20,7.64484e-05,19.529408071326543
4,2048,72,24,7.29726e-05,20.459624571414473
4,2048,72,28,7.30021e-05,20.451356878774718
4,2048,72,32,7.07877e-05,21.09112176267911
4,2048,72,36,6.41711e-05,23.265800336911788
4,2048,76,8,0.000120357,14.589130669591299
4,2048,76,12,0.000103201,17.01440877510877
4,2048,76,16,9.40673e-05,18.66646539233081
4,2048,76,20,8.87215e-05,19.79118928331915
4,2048,76,24,8.99079e-05,19.53003017532386
4,2048,76,28,8.47729e-05,20.71303447210134
4,2048,76,32,8.16084e-05,21.516216467912617
4,2048,76,36,8.15325e-05,21.53624628215742
4,2048,80,8,0.00013308,15.389239555154795
4,2048,80,12,0.000112128,18.264840182648403
4,2048,80,16,0.000102409,19.998242341981662
4,2048,80,20,9.57223e-05,21.395223474571758
4,2048,80,24,9.857e-05,20.777112711778432
4,2048,80,28,9.40562e-05,21.774215841167305
4,2048,80,32,9.05687e-05,22.6126686150955
4,2048,80,36,8.8364e-05,23.176859354488254
4,2048,80,40,8.24623e-05,24.83559153698114
4,2048,84,8,0.000155861,15.211091934480082
4,2048,84,12,0.000128283,18.481139355955193
4,2048,84,16,0.000123363,19.218209673889252
4,2048,84,20,0.000115285,20.564826300039034
4,2048,84,24,0.00011204,21.160442699036057
4,2048,84,28,0.000103852,22.828794823402536
4,2048,84,32,0.000102929,23.033508535009567
4,2048,84,36,0.000102826,23.0565810203645
4,2048,84,40,0.000102752,23.073185923388355
4,2048,88,8,0.00016814,16.212013798025456
4,2048,88,12,0.000157858,17.26797501552028
4,2048,88,16,0.000132565,20.562652283785315
4,2048,88,20,0.00012696,21.47044738500315
4,2048,88,24,0.000122221,22.302943029430295
4,2048,88,28,0.000122643,22.226201250784797
4,2048,88,32,0.000113374,24.043325630215037
4,2048,88,36,0.000112574,24.214188000781707
4,2048,88,40,0.000111938,24.351766156265075
4,2048,88,44,0.000106192,25.66942895886696
4,2048,92,8,0.000195847,15.904006699106956
4,2048,92,12,0.000176066,17.690820487771628
4,2048,92,16,0.000152573,20.414830933389265
4,2048,92,20,0.000143706,21.674474273864693
4,2048,92,24,0.000137575,22.640392513174632
4,2048,92,28,0.00013798,22.573938251920566
4,2048,92,32,0.000128539,24.231960727872476
4,2048,92,36,0.000128822,24.17872723603111
4,2048,92,40,0.000130266,23.910705786621218
4,2048,92,44,0.000128324,24.272560082291697
4,2048,96,8,0.000214289,16.514818772778817
4,2048,96,12,0.00018595,19.031696692659317
4,2048,96,16,0.000164871,21.464927124843058
4,2048,96,20,0.000152878,23.148811470584384
4,2048,96,24,0.000149424,23.683906199807257
4,2048,96,28,0.000149619,23.653038718344593
4,2048,96,32,0.000138307,25.58759860310758
4,2048,96,36,0.000137938,25.65604836955734
4,2048,96,40,0.000136747,25.879500098722456
4,2048,96,44,0.000137413,25.754069847830994
4,2048,96,48,0.000126101,28.064361107366317
4,2048,100,8,0.000246084,16.254612246224866
4,2048,100,12,0.000219413,18.23046036470036
4,2048,100,16,0.000192266,20.804510417858594
4,2048,100,20,0.000171077,23.38128445086131
4,2048,100,24,0.000176141,22.70907965777417
4,2048,100,28,0.000167155,23.929885435673476
4,2048,100,32,0.000164755,24.278474097902947
4,2048,100,36,0.000155231,25.768048907756825
4,2048,100,40,0.00015455,25.88159171789065
4,2048,100,44,0.00015605,25.6328099967959
4,2048,100,48,0.000152576,26.216442953020135
4,2048,104,8,0.000266578,16.87857212523164
4,2048,104,12,0.000235904,19.0732501356484
4,2048,104,16,0.000206083,21.833222536550807
4,2048,104,20,0.000198407,22.677909549562262
4,2048,104,24,0.000191546,23.490211228634372
4,2048,104,28,0.000181203,24.831023768922147
4,2048,104,32,0.00017717,25.396263475757745
4,2048,104,36,0.000167581,26.8494399723119
4,2048,104,40,0.000168888,26.64165600871583
