size,nb,ib,threads,GFlops
4096,304,216,4,81.0974
4096,304,224,4,91.3179
4096,304,232,4,80.5829
4096,304,240,4,77.9295
4096,304,248,4,83.6807
4096,304,256,4,83.0231
4096,304,264,4,88.1651
4096,304,272,4,84.7916
4096,304,280,4,84.2444
4096,304,288,4,82.6857
4096,304,296,4,79.6785
4096,312,8,4,92.0305
4096,312,16,4,107.3616
4096,312,24,4,111.1255
4096,312,32,4,108.849
4096,312,40,4,119.9321
4096,312,48,4,112.9945
4096,312,56,4,102.8429
4096,312,64,4,103.906
4096,312,72,4,101.9032
4096,312,80,4,88.7692
4096,312,88,4,87.489
4096,312,96,4,94.2097
4096,312,104,4,92.9634
4096,312,112,4,96.5222
4096,312,120,4,86.2387
4096,312,128,4,96.0641
4096,312,136,4,90.1438
4096,312,144,4,85.1924
4096,312,152,4,80.1564
4096,312,160,4,88.814
4096,312,168,4,83.7917
4096,312,176,4,82.5953
4096,312,184,4,83.717
4096,312,192,4,82.2127
4096,312,200,4,92.7666
4096,312,208,4,84.6995
4096,312,216,4,80.1086
4096,312,224,4,88.0846
4096,312,232,4,78.4854
4096,312,240,4,86.5072
4096,312,248,4,88.1238
4096,312,256,4,77.7216
4096,312,264,4,84.069
4096,312,272,4,83.3701
4096,312,280,4,85.1786
4096,312,288,4,76.7113
4096,312,296,4,80.9769
4096,312,304,4,77.0438
4096,320,8,4,90.7586
4096,320,16,4,106.6859
4096,320,24,4,95.6606
4096,320,32,4,108.6656
4096,320,40,4,108.1007
4096,320,48,4,110.0879
4096,320,56,4,99.911
4096,320,64,4,95.9028
4096,320,72,4,89.3115
4096,320,80,4,91.468
4096,320,88,4,102.9106
4096,320,96,4,100.4886
4096,320,104,4,85.1586
4096,320,112,4,99.0958
4096,320,120,4,85.972
4096,320,128,4,84.8978
4096,320,136,4,83.9583
4096,320,144,4,87.2692
4096,320,152,4,81.9557
4096,320,160,4,88.435
4096,320,168,4,82.4931
4096,320,176,4,80.572
4096,320,184,4,81.6426
4096,320,192,4,85.033
4096,320,200,4,74.8852
4096,320,208,4,88.9399
4096,320,216,4,82.7931
4096,320,224,4,92.2287
4096,320,232,4,92.1603
4096,320,240,4,92.0401
4096,320,248,4,86.4516
4096,320,256,4,85.766
4096,320,264,4,78.9039
4096,320,272,4,79.3559
4096,320,280,4,62.2512
4096,320,288,4,79.0097
4096,320,296,4,84.2486
4096,320,304,4,80.509
4096,320,312,4,76.3755
4096,328,8,4,86.206
4096,328,16,4,105.7949
4096,328,24,4,108.9579
4096,328,32,4,108.221
4096,328,40,4,113.4626
4096,328,48,4,110.159
4096,328,56,4,101.7517
4096,328,64,4,102.8436
4096,328,72,4,102.1394
4096,328,80,4,96.7276
4096,328,88,4,105.3682
4096,328,96,4,104.7224
4096,328,104,4,99.1261
4096,328,112,4,87.5269
4096,328,120,4,91.1363
4096,328,128,4,80.474
4096,328,136,4,89.9389
4096,328,144,4,82.3687
4096,328,152,4,91.0275
4096,328,160,4,84.7735
4096,328,168,4,81.4371
4096,328,176,4,90.8617
4096,328,184,4,80.9291
4096,328,192,4,96.6059
4096,328,200,4,81.2305
4096,328,208,4,88.6569
4096,328,216,4,82.9804
4096,328,224,4,83.1744
4096,328,232,4,88.682
4096,328,240,4,78.4635
4096,328,248,4,89.6942
4096,328,256,4,79.6874
4096,328,264,4,85.3841
4096,328,272,4,86.7679
4096,328,280,4,82.8861
4096,328,288,4,78.8624
4096,328,296,4,70.0163
4096,328,304,4,71.4899
4096,328,312,4,82.0398
4096,328,320,4,80.5064
4096,336,8,4,89.0573
4096,336,16,4,98.5921
4096,336,24,4,112.8645
4096,336,32,4,110.711
4096,336,40,4,108.3534
4096,336,48,4,109.9568
4096,336,56,4,103.1974
4096,336,64,4,100.7692
4096,336,72,4,93.2534
4096,336,80,4,89.5479
4096,336,88,4,84.0326
4096,336,96,4,96.6786
4096,336,104,4,88.2676
4096,336,112,4,84.2147
4096,336,120,4,87.0267
4096,336,128,4,94.9543
4096,336,136,4,84.9626
4096,336,144,4,82.6413
4096,336,152,4,86.9765
4096,336,160,4,79.6315
4096,336,168,4,91.424
4096,336,176,4,84.9581
4096,336,184,4,92.8138
4096,336,192,4,97.2779
4096,336,200,4,84.304
4096,336,208,4,81.4775
4096,336,216,4,82.6235
4096,336,224,4,81.7209
4096,336,232,4,90.5458
4096,336,240,4,92.0039
4096,336,248,4,79.9924
4096,336,256,4,76.625
4096,336,264,4,86.5148
4096,336,272,4,77.3729
4096,336,280,4,84.0201
4096,336,288,4,84.2262
4096,336,296,4,80.8628
4096,336,304,4,78.4707
4096,336,312,4,78.806
4096,336,320,4,79.5441
4096,336,328,4,76.6489
4096,344,8,4,93.8549
4096,344,16,4,108.0969
4096,344,24,4,107.6477
4096,344,32,4,109.8834
4096,344,40,4,114.3476
4096,344,48,4,105.2944
4096,344,56,4,97.6454
4096,344,64,4,102.2898
4096,344,72,4,103.1275
4096,344,80,4,91.4659
4096,344,88,4,102.4578
4096,344,96,4,87.8249
4096,344,104,4,88.3913
4096,344,112,4,95.8638
4096,344,120,4,93.3556
4096,344,128,4,86.5068
4096,344,136,4,85.5971
4096,344,144,4,84.8829
4096,344,152,4,82.2988
4096,344,160,4,87.4685
4096,344,168,4,86.1263
4096,344,176,4,83.7851
4096,344,184,4,86.662
4096,344,192,4,86.0829
4096,344,200,4,82.8034
4096,344,208,4,87.5318
4096,344,216,4,83.0052
4096,344,224,4,81.5127
4096,344,232,4,83.6146
4096,344,240,4,80.3884
4096,344,248,4,82.184
4096,344,256,4,87.7665
4096,344,264,4,75.5081
4096,344,272,4,77.5583
4096,344,280,4,75.9722
4096,344,288,4,85.4801
4096,344,296,4,69.8817
4096,344,304,4,73.5602
4096,344,312,4,81.5173
4096,344,320,4,79.4965
4096,344,328,4,77.5193
4096,344,336,4,78.4155
4096,352,8,4,92.0877
4096,352,16,4,107.1223
4096,352,24,4,98.6884
4096,352,32,4,111.1134
4096,352,40,4,109.872
4096,352,48,4,104.3198
4096,352,56,4,97.3346
4096,352,64,4,90.3826
4096,352,72,4,83.0128
4096,352,80,4,99.2768
4096,352,88,4,90.2828
4096,352,96,4,93.5635
4096,352,104,4,87.5386
4096,352,112,4,95.525
4096,352,120,4,95.8399
4096,352,128,4,94.9612
4096,352,136,4,92.3231
4096,352,144,4,92.7795
4096,352,152,4,80.3988
4096,352,160,4,93.9499
4096,352,168,4,93.5661
4096,352,176,4,80.6848
4096,352,184,4,86.0158
4096,352,192,4,83.9569
4096,352,200,4,87.9499
4096,352,208,4,83.0449
4096,352,216,4,83.3199
4096,352,224,4,80.1279
4096,352,232,4,91.5912
4096,352,240,4,79.5801
4096,352,248,4,76.8396
4096,352,256,4,88.3377
4096,352,264,4,74.8906
4096,352,272,4,88.4489
4096,352,280,4,74.6433
4096,352,288,4,82.8878
4096,352,296,4,87.4085
4096,352,304,4,81.4818
4096,352,312,4,79.8292
4096,352,320,4,75.0636
4096,352,328,4,81.9147
4096,352,336,4,77.1178
4096,352,344,4,75.1969
4096,360,8,4,92.9721
4096,360,16,4,106.6029
4096,360,24,4,113.7181
4096,360,32,4,109.7402
4096,360,40,4,109.9994
4096,360,48,4,105.707
4096,360,56,4,100.4508
4096,360,64,4,102.5871
4096,360,72,4,77.0264
4096,360,80,4,87.3231
4096,360,88,4,86.2693
4096,360,96,4,85.3539
4096,360,104,4,90.3334
4096,360,112,4,87.5971
4096,360,120,4,85.2702
4096,360,128,4,83.2857
4096,360,136,4,100.4118
4096,360,144,4,90.7165
4096,360,152,4,93.3173
4096,360,160,4,79.9379
4096,360,168,4,85.3871
4096,360,176,4,82.7689
4096,360,184,4,93.4546
4096,360,192,4,86.7983
4096,360,200,4,77.7596
4096,360,208,4,89.3722
4096,360,216,4,85.9656
4096,360,224,4,91.8058
4096,360,232,4,89.8906
4096,360,240,4,90.9287
4096,360,248,4,85.5334
4096,360,256,4,89.5911
4096,360,264,4,91.4074
4096,360,272,4,85.525
4096,360,280,4,73.7363
4096,360,288,4,87.225
4096,360,296,4,84.2349
4096,360,304,4,82.0492
4096,360,312,4,84.1424
4096,360,320,4,82.387
4096,360,328,4,84.5569
4096,360,336,4,75.6095
4096,360,344,4,77.2526
4096,360,352,4,76.6524
4096,368,8,4,89.6214
4096,368,16,4,101.9884
4096,368,24,4,96.3037
4096,368,32,4,108.4667
4096,368,40,4,109.3715
4096,368,48,4,113.0406
4096,368,56,4,101.2844
4096,368,64,4,98.3078
4096,368,72,4,86.8523
4096,368,80,4,84.0158
