size,nb,ib,threads,GFlops
8192,368,104,8,85.4532
8192,368,112,8,87.4415
8192,368,120,8,86.5974
8192,368,128,8,89.9623
8192,368,136,8,87.0788
8192,368,144,8,88.0383
8192,368,152,8,88.5169
8192,368,160,8,88.0755
8192,368,168,8,83.0647
8192,368,176,8,81.7303
8192,368,184,8,89.1951
8192,368,192,8,94.831
8192,368,200,8,93.0731
8192,368,208,8,93.0846
8192,368,216,8,91.7745
8192,368,224,8,90.8592
8192,368,232,8,90.2503
8192,368,240,8,91.3186
8192,368,248,8,88.0915
8192,368,256,8,85.8631
8192,368,264,8,86.2373
8192,368,272,8,85.7245
8192,368,280,8,85.0771
8192,368,288,8,82.719
8192,368,296,8,81.8291
8192,368,304,8,80.3134
8192,368,312,8,78.3522
8192,368,320,8,77.636
8192,368,328,8,76.5648
8192,368,336,8,74.308
8192,368,344,8,71.3463
8192,368,352,8,69.6657
8192,368,360,8,67.5394
8192,376,8,8,40.9181
8192,376,16,8,53.5282
8192,376,24,8,63.1464
8192,376,32,8,69.2257
8192,376,40,8,70.5532
8192,376,48,8,70.3524
8192,376,56,8,74.3261
8192,376,64,8,76.6187
8192,376,72,8,77.7238
8192,376,80,8,82.3881
8192,376,88,8,82.7382
8192,376,96,8,85.6292
8192,376,104,8,84.9336
8192,376,112,8,88.265
8192,376,120,8,87.4431
8192,376,128,8,90.4238
8192,376,136,8,81.1218
8192,376,144,8,87.0208
8192,376,152,8,88.0048
8192,376,160,8,87.7148
8192,376,168,8,86.3379
8192,376,176,8,86.1394
8192,376,184,8,84.3531
8192,376,192,8,95.1119
8192,376,200,8,93.817
8192,376,208,8,93.2697
8192,376,216,8,87.2331
8192,376,224,8,92.7062
8192,376,232,8,92.5899
8192,376,240,8,90.0614
8192,376,248,8,96.5008
8192,376,256,8,87.7367
8192,376,264,8,86.0335
8192,376,272,8,86.7679
8192,376,280,8,85.1335
8192,376,288,8,84.4489
8192,376,296,8,82.6647
8192,376,304,8,81.988
8192,376,312,8,80.9325
8192,376,320,8,78.0871
8192,376,328,8,75.6227
8192,376,336,8,75.5711
8192,376,344,8,72.808
8192,376,352,8,70.5711
8192,376,360,8,67.8964
8192,376,368,8,65.7788
8192,384,8,8,37.2522
8192,384,16,8,50.375
8192,384,24,8,62.862
8192,384,32,8,70.0507
8192,384,40,8,75.0829
8192,384,48,8,72.4957
8192,384,56,8,73.1939
8192,384,64,8,78.2469
8192,384,72,8,78.9972
8192,384,80,8,81.5673
8192,384,88,8,83.6867
8192,384,96,8,87.1938
8192,384,104,8,86.1293
8192,384,112,8,85.5617
8192,384,120,8,87.4031
8192,384,128,8,89.8122
8192,384,136,8,89.4097
8192,384,144,8,86.3054
8192,384,152,8,79.9825
8192,384,160,8,86.6803
8192,384,168,8,86.509
8192,384,176,8,86.3823
8192,384,184,8,84.6711
8192,384,192,8,93.4543
8192,384,200,8,93.5907
8192,384,208,8,92.5264
8192,384,216,8,93.2368
8192,384,224,8,91.5193
8192,384,232,8,92.4469
8192,384,240,8,87.2832
8192,384,248,8,89.4633
8192,384,256,8,86.6824
8192,384,264,8,84.6194
8192,384,272,8,85.8679
8192,384,280,8,84.0665
8192,384,288,8,83.33
8192,384,296,8,81.817
8192,384,304,8,81.479
8192,384,312,8,80.4594
8192,384,320,8,76.7551
8192,384,328,8,76.465
8192,384,336,8,72.2755
8192,384,344,8,71.9039
8192,384,352,8,69.2655
8192,384,360,8,66.2478
8192,384,368,8,63.7228
8192,384,376,8,61.7243
8192,392,8,8,35.2842
8192,392,16,8,48.1426
8192,392,24,8,59.2482
8192,392,32,8,65.8856
8192,392,40,8,74.3012
8192,392,48,8,70.4387
8192,392,56,8,72.6557
8192,392,64,8,74.8516
8192,392,72,8,76.3844
8192,392,80,8,82.1774
8192,392,88,8,83.0704
8192,392,96,8,83.017
8192,392,104,8,86.0144
8192,392,112,8,86.2105
8192,392,120,8,87.396
8192,392,128,8,85.5279
8192,392,136,8,88.9646
8192,392,144,8,90.7214
8192,392,152,8,89.1954
8192,392,160,8,88.6197
8192,392,168,8,86.6062
8192,392,176,8,84.9412
8192,392,184,8,83.6573
8192,392,192,8,84.9511
8192,392,200,8,87.8484
8192,392,208,8,90.0621
8192,392,216,8,90.0988
8192,392,224,8,88.9315
8192,392,232,8,89.1531
8192,392,240,8,88.6978
8192,392,248,8,87.6374
8192,392,256,8,82.0793
8192,392,264,8,84.9102
8192,392,272,8,83.3295
8192,392,280,8,83.5881
8192,392,288,8,82.5726
8192,392,296,8,81.1718
8192,392,304,8,79.7912
8192,392,312,8,77.717
8192,392,320,8,75.8708
8192,392,328,8,73.5616
8192,392,336,8,71.7898
8192,392,344,8,67.9165
8192,392,352,8,66.3474
8192,392,360,8,63.5565
8192,392,368,8,60.6718
8192,392,376,8,58.273
8192,392,384,8,57.5063
8192,400,8,8,34.1294
8192,400,16,8,49.143
8192,400,24,8,60.1457
8192,400,32,8,68.5292
8192,400,40,8,75.7004
8192,400,48,8,69.972
8192,400,56,8,71.3928
8192,400,64,8,75.6918
8192,400,72,8,79.3825
8192,400,80,8,83.0678
8192,400,88,8,82.8033
8192,400,96,8,83.3455
8192,400,104,8,86.9535
8192,400,112,8,87.4939
8192,400,120,8,87.8634
8192,400,128,8,87.0384
8192,400,136,8,89.2811
8192,400,144,8,90.9554
8192,400,152,8,89.8608
8192,400,160,8,87.8958
8192,400,168,8,85.9988
8192,400,176,8,85.1217
8192,400,184,8,84.698
8192,400,192,8,85.5945
8192,400,200,8,90.4457
8192,400,208,8,90.9223
8192,400,216,8,90.0917
8192,400,224,8,89.6831
8192,400,232,8,87.5986
8192,400,240,8,87.6862
8192,400,248,8,86.8884
8192,400,256,8,82.8974
8192,400,264,8,85.5184
8192,400,272,8,83.9459
8192,400,280,8,83.6896
8192,400,288,8,83.4828
8192,400,296,8,82.4283
8192,400,304,8,80.6566
8192,400,312,8,78.3486
8192,400,320,8,77.5969
8192,400,328,8,74.7316
8192,400,336,8,73.2177
8192,400,344,8,70.0914
8192,400,352,8,66.0281
8192,400,360,8,65.5103
8192,400,368,8,62.3942
8192,400,376,8,60.1866
8192,400,384,8,57.6734
8192,400,392,8,54.2793
8192,408,8,8,31.3894
8192,408,16,8,44.8566
8192,408,24,8,57.1
8192,408,32,8,65.3528
8192,408,40,8,69.2506
8192,408,48,8,69.1426
8192,408,56,8,72.827
8192,408,64,8,75.7705
8192,408,72,8,79.9644
8192,408,80,8,79.985
8192,408,88,8,83.5214
8192,408,96,8,84.0038
8192,408,104,8,86.7168
8192,408,112,8,88.6303
8192,408,120,8,87.0646
8192,408,128,8,87.338
8192,408,136,8,91.1117
8192,408,144,8,90.8574
8192,408,152,8,90.5414
8192,408,160,8,88.8201
8192,408,168,8,87.2042
8192,408,176,8,86.4664
8192,408,184,8,85.6282
8192,408,192,8,86.3692
8192,408,200,8,85.7367
8192,408,208,8,89.8007
8192,408,216,8,89.6543
8192,408,224,8,89.4833
8192,408,232,8,87.6707
8192,408,240,8,88.6993
8192,408,248,8,81.9979
8192,408,256,8,86.4134
8192,408,264,8,85.3956
8192,408,272,8,84.7531
8192,408,280,8,83.8987
8192,408,288,8,83.6666
8192,408,296,8,81.5468
8192,408,304,8,79.7863
8192,408,312,8,78.3577
8192,408,320,8,76.4781
8192,408,328,8,75.049
8192,408,336,8,72.4353
8192,408,344,8,69.5422
8192,408,352,8,67.7116
8192,408,360,8,63.0188
8192,408,368,8,62.1467
8192,408,376,8,59.3722
8192,408,384,8,56.9168
8192,408,392,8,53.3335
8192,408,400,8,51.8236
8192,416,8,8,32.408
8192,416,16,8,46.1187
8192,416,24,8,57.4975
8192,416,32,8,66.5792
8192,416,40,8,71.6961
8192,416,48,8,70.9524
8192,416,56,8,74.1058
8192,416,64,8,78.3718
8192,416,72,8,81.8378
8192,416,80,8,82.7439
8192,416,88,8,84.7087
8192,416,96,8,85.8102
8192,416,104,8,88.2448
8192,416,112,8,89.6293
8192,416,120,8,88.6114
8192,416,128,8,89.1948
8192,416,136,8,88.6372
8192,416,144,8,91.8507
8192,416,152,8,91.6808
8192,416,160,8,89.9412
8192,416,168,8,88.8305
8192,416,176,8,88.3405
8192,416,184,8,86.6758
8192,416,192,8,90.0342
8192,416,200,8,86.64
8192,416,208,8,90.383
8192,416,216,8,89.9328
8192,416,224,8,87.6355
8192,416,232,8,86.1287
8192,416,240,8,88.9084
8192,416,248,8,88.1735
8192,416,256,8,88.352
8192,416,264,8,86.8585
8192,416,272,8,83.262
8192,416,280,8,85.3138
8192,416,288,8,84.2093
8192,416,296,8,82.8212
8192,416,304,8,82.1044
8192,416,312,8,80.9604
8192,416,320,8,79.5139
8192,416,328,8,76.8465
8192,416,336,8,74.508
8192,416,344,8,71.4825
8192,416,352,8,68.6756
8192,416,360,8,66.3486
8192,416,368,8,62.1034
8192,416,376,8,60.6008
8192,416,384,8,57.9819
8192,416,392,8,55.0338
8192,416,400,8,53.1909
8192,416,408,8,51.4546
8192,424,8,8,30.6692
8192,424,16,8,44.2274
8192,424,24,8,56.0169
8192,424,32,8,62.2566
8192,424,40,8,69.6202
8192,424,48,8,71.1689
8192,424,56,8,74.166
8192,424,64,8,79.5276
8192,424,72,8,81.3491
8192,424,80,8,81.8898
8192,424,88,8,86.7099
8192,424,96,8,84.9198
8192,424,104,8,85.8795
8192,424,112,8,90.1839
8192,424,120,8,89.1313
8192,424,128,8,88.2788
8192,424,136,8,93.2887
8192,424,144,8,91.4095
8192,424,152,8,91.7884
8192,424,160,8,91.8481
8192,424,168,8,89.704
8192,424,176,8,89.3933
8192,424,184,8,87.2284
8192,424,192,8,88.8725
8192,424,200,8,82.5895
8192,424,208,8,83.1426
8192,424,216,8,89.4132
8192,424,224,8,89.0432
8192,424,232,8,90.2583
8192,424,240,8,88.2389
8192,424,248,8,89.1162
8192,424,256,8,88.3292
8192,424,264,8,86.9711
8192,424,272,8,84.869
8192,424,280,8,82.8928
8192,424,288,8,84.6005
8192,424,296,8,82.926
8192,424,304,8,81.8017
8192,424,312,8,80.1772
8192,424,320,8,77.6977
8192,424,328,8,75.2064
8192,424,336,8,72.9957
8192,424,344,8,70.79
8192,424,352,8,67.8065
8192,424,360,8,64.9583
8192,424,368,8,62.8963
8192,424,376,8,57.9965
8192,424,384,8,58.1269
8192,424,392,8,54.4436
8192,424,400,8,52.5219
8192,424,408,8,51.0324
8192,424,416,8,49.34
8192,432,8,8,28.646
8192,432,16,8,41.9422
8192,432,24,8,54.0217
8192,432,32,8,61.7234
8192,432,40,8,69.3086
8192,432,48,8,68.1595
8192,432,56,8,74.4007
8192,432,64,8,78.02
8192,432,72,8,83.4028
8192,432,80,8,83.1035
8192,432,88,8,86.9066
8192,432,96,8,86.208
8192,432,104,8,85.6674
8192,432,112,8,91.5443
8192,432,120,8,90.2417
8192,432,128,8,89.0564
8192,432,136,8,89.5919
8192,432,144,8,91.6878
8192,432,152,8,93.9294
8192,432,160,8,87.8484
8192,432,168,8,90.7192
8192,432,176,8,89.658
8192,432,184,8,88.8444
8192,432,192,8,89.7224
8192,432,200,8,88.8881
8192,432,208,8,86.5851
8192,432,216,8,91.4559
8192,432,224,8,90.8771
8192,432,232,8,90.3904
8192,432,240,8,90.7972
8192,432,248,8,91.1845
8192,432,256,8,88.6521
8192,432,264,8,86.8495
8192,432,272,8,86.6114
8192,432,280,8,84.8735
8192,432,288,8,85.4503
8192,432,296,8,84.387
8192,432,304,8,83.4232
8192,432,312,8,81.6305
8192,432,320,8,80.061
8192,432,328,8,76.9223
8192,432,336,8,75.1683
8192,432,344,8,71.0249
8192,432,352,8,67.5133
8192,432,360,8,64.9124
8192,432,368,8,62.8479
8192,432,376,8,62.3702
8192,432,384,8,56.9759
8192,432,392,8,53.462
8192,432,400,8,52.6202
8192,432,408,8,50.9612
8192,432,416,8,48.843
8192,432,424,8,47.6826
8192,440,8,8,29.5429
8192,440,16,8,43.139
8192,440,24,8,54.23
8192,440,32,8,63.7883
8192,440,40,8,71.6354
8192,440,48,8,67.9653
8192,440,56,8,75.7031
8192,440,64,8,79.6991
8192,440,72,8,80.0329
8192,440,80,8,84.4333
8192,440,88,8,88.6183
8192,440,96,8,88.6428
8192,440,104,8,88.205
8192,440,112,8,89.2133
8192,440,120,8,91.276
8192,440,128,8,89.1606
8192,440,136,8,89.3687
8192,440,144,8,88.3238
8192,440,152,8,94.0325
8192,440,160,8,91.8665
8192,440,168,8,89.8538
8192,440,176,8,89.127
8192,440,184,8,89.641
8192,440,192,8,90.4177
8192,440,200,8,88.058
8192,440,208,8,86.817
8192,440,216,8,85.6707
8192,440,224,8,89.1465
8192,440,232,8,89.0707
8192,440,240,8,90.1579
8192,440,248,8,89.5308
8192,440,256,8,87.6809
8192,440,264,8,84.6694
8192,440,272,8,86.2869
8192,440,280,8,85.6361
8192,440,288,8,84.8359
8192,440,296,8,83.0636
8192,440,304,8,82.2339
8192,440,312,8,81.861
8192,440,320,8,80.7217
8192,440,328,8,77.975
8192,440,336,8,75.0283
8192,440,344,8,72.3942
8192,440,352,8,69.1678
8192,440,360,8,67.5272
8192,440,368,8,63.8214
8192,440,376,8,62.4128
8192,440,384,8,58.6942
8192,440,392,8,54.8154
8192,440,400,8,53.8161
8192,440,408,8,51.8971
8192,440,416,8,51.1353
8192,440,424,8,49.7133
8192,440,432,8,47.9501
8192,448,8,8,27.5004
8192,448,16,8,42.3367
8192,448,24,8,54.2856
8192,448,32,8,64.6193
8192,448,40,8,69.4163
8192,448,48,8,68.9985
8192,448,56,8,77.4635
8192,448,64,8,78.0474
8192,448,72,8,81.3551
8192,448,80,8,86.2275
8192,448,88,8,84.5774
8192,448,96,8,90.1666
8192,448,104,8,89.556
8192,448,112,8,92.6542
8192,448,120,8,91.5817
8192,448,128,8,90.3143
8192,448,136,8,90.9166
8192,448,144,8,89.5468
8192,448,152,8,92.7588
8192,448,160,8,94.2247
8192,448,168,8,91.7341
8192,448,176,8,90.6717
8192,448,184,8,90.7967
8192,448,192,8,91.7481
8192,448,200,8,88.4219
8192,448,208,8,88.3424
8192,448,216,8,86.8647
8192,448,224,8,90.616
8192,448,232,8,89.9418
8192,448,240,8,89.4336
8192,448,248,8,89.9162
8192,448,256,8,88.3139
8192,448,264,8,87.0353
8192,448,272,8,87.1136
8192,448,280,8,81.5316
8192,448,288,8,84.8979
8192,448,296,8,83.5026
8192,448,304,8,83.5243
8192,448,312,8,82.6754
8192,448,320,8,79.6021
8192,448,328,8,76.3926
8192,448,336,8,74.5592
8192,448,344,8,71.9171
8192,448,352,8,70.717
8192,448,360,8,66.2604
8192,448,368,8,64.1043
8192,448,376,8,61.4115
8192,448,384,8,59.0338
8192,448,392,8,55.7211
8192,448,400,8,53.3387
8192,448,408,8,50.6356
8192,448,416,8,50.4886
8192,448,424,8,48.6876
8192,448,432,8,47.5598
8192,448,440,8,46.7902
8192,456,8,8,26.5452
8192,456,16,8,39.2106
8192,456,24,8,52.3456
8192,456,32,8,59.8194
8192,456,40,8,66.1407
8192,456,48,8,66.9355
8192,456,56,8,73.6655
8192,456,64,8,77.696
8192,456,72,8,82.1672
8192,456,80,8,85.1196
8192,456,88,8,86.2472
8192,456,96,8,90.3107
8192,456,104,8,89.333
8192,456,112,8,89.848
8192,456,120,8,94.6593
8192,456,128,8,90.909
8192,456,136,8,88.1862
8192,456,144,8,90.9962
8192,456,152,8,94.1553
8192,456,160,8,94.786
8192,456,168,8,93.7815
8192,456,176,8,92.627
8192,456,184,8,92.6356
8192,456,192,8,93.1778
8192,456,200,8,91.5372
8192,456,208,8,88.7465
8192,456,216,8,86.8017
8192,456,224,8,86.6219
8192,456,232,8,87.749
8192,456,240,8,91.0283
8192,456,248,8,91.7799
8192,456,256,8,89.7243
8192,456,264,8,85.8684
8192,456,272,8,87.5493
8192,456,280,8,87.2667
8192,456,288,8,86.0386
8192,456,296,8,84.5176
8192,456,304,8,84.559
8192,456,312,8,82.186
8192,456,320,8,79.6326
8192,456,328,8,77.2197
8192,456,336,8,74.9206
8192,456,344,8,72.1429
8192,456,352,8,69.8417
8192,456,360,8,66.4549
8192,456,368,8,64.6558
8192,456,376,8,61.3225
8192,456,384,8,59.3818
8192,456,392,8,55.3905
8192,456,400,8,53.5833
8192,456,408,8,52.0657
8192,456,416,8,50.7989
8192,456,424,8,49.2022
8192,456,432,8,47.5748
8192,456,440,8,47.0358
8192,456,448,8,46.9557
8192,464,8,8,28.362
8192,464,16,8,41.6262
8192,464,24,8,52.2549
8192,464,32,8,61.7346
8192,464,40,8,69.1927
8192,464,48,8,68.9708
8192,464,56,8,75.7581
8192,464,64,8,79.9697
8192,464,72,8,83.5033
8192,464,80,8,87.5614
8192,464,88,8,87.113
8192,464,96,8,90.5303
8192,464,104,8,89.7726
8192,464,112,8,89.885
8192,464,120,8,95.0478
8192,464,128,8,93.3912
8192,464,136,8,88.7851
8192,464,144,8,92.1944
8192,464,152,8,89.1233
8192,464,160,8,95.9287
8192,464,168,8,94.8482
8192,464,176,8,93.5727
8192,464,184,8,92.5002
8192,464,192,8,94.8789
8192,464,200,8,92.6388
8192,464,208,8,89.2711
8192,464,216,8,88.2362
8192,464,224,8,87.4067
8192,464,232,8,91.4868
8192,464,240,8,90.5583
8192,464,248,8,89.0016
8192,464,256,8,90.6929
8192,464,264,8,87.7336
8192,464,272,8,87.8491
8192,464,280,8,84.921
8192,464,288,8,85.8016
8192,464,296,8,84.0342
8192,464,304,8,83.7818
8192,464,312,8,82.7354
8192,464,320,8,79.8542
8192,464,328,8,77.4416
8192,464,336,8,75.4776
8192,464,344,8,73.434
8192,464,352,8,70.6966
8192,464,360,8,68.7917
8192,464,368,8,65.1162
8192,464,376,8,62.3571
8192,464,384,8,60.3528
8192,464,392,8,56.6149
8192,464,400,8,55.7299
8192,464,408,8,53.5109
8192,464,416,8,51.167
8192,464,424,8,50.4758
8192,464,432,8,49.1007
8192,464,440,8,47.8524
8192,464,448,8,46.6093
8192,464,456,8,46.7794
8192,472,8,8,27.3728
8192,472,16,8,41.2288
8192,472,24,8,52.4183
8192,472,32,8,61.8569
8192,472,40,8,69.0758
8192,472,48,8,69.9178
8192,472,56,8,77.0543
8192,472,64,8,80.0915
8192,472,72,8,84.3806
8192,472,80,8,86.0518
8192,472,88,8,82.3308
8192,472,96,8,92.863
8192,472,104,8,89.8385
8192,472,112,8,91.7094
8192,472,120,8,94.9488
8192,472,128,8,94.2243
8192,472,136,8,89.8554
8192,472,144,8,88.8778
8192,472,152,8,90.1161
8192,472,160,8,95.3222
8192,472,168,8,95.9279
8192,472,176,8,95.1317
8192,472,184,8,94.0979
8192,472,192,8,94.5822
8192,472,200,8,93.3908
8192,472,208,8,91.1582
8192,472,216,8,88.5946
8192,472,224,8,88.1289
8192,472,232,8,86.8083
8192,472,240,8,90.2575
8192,472,248,8,89.6969
8192,472,256,8,88.8084
8192,472,264,8,87.2127
8192,472,272,8,87.7224
8192,472,280,8,82.6483
8192,472,288,8,85.6648
8192,472,296,8,82.4127
8192,472,304,8,83.6065
8192,472,312,8,81.8237
8192,472,320,8,80.5706
8192,472,328,8,77.4654
8192,472,336,8,75.8495
8192,472,344,8,72.1664
8192,472,352,8,71.0729
8192,472,360,8,67.3276
8192,472,368,8,64.6407
8192,472,376,8,62.6926
8192,472,384,8,60.5687
8192,472,392,8,57.6884
8192,472,400,8,56.1851
8192,472,408,8,53.6814
8192,472,416,8,51.5218
8192,472,424,8,49.9353
8192,472,432,8,49.6344
8192,472,440,8,47.7603
8192,472,448,8,46.7994
8192,472,456,8,45.1554
8192,472,464,8,44.8494
8192,480,8,8,25.2482
8192,480,16,8,39.0669
8192,480,24,8,50.2537
8192,480,32,8,58.5686
8192,480,40,8,67.3061
8192,480,48,8,66.7029
8192,480,56,8,76.3292
8192,480,64,8,80.7946
8192,480,72,8,83.903
8192,480,80,8,88.5005
8192,480,88,8,87.9178
8192,480,96,8,92.6666
8192,480,104,8,90.9448
8192,480,112,8,90.5293
8192,480,120,8,94.4821
8192,480,128,8,92.4618
8192,480,136,8,92.8533
8192,480,144,8,90.2706
8192,480,152,8,90.5082
8192,480,160,8,95.1724
8192,480,168,8,94.1946
8192,480,176,8,93.0953
8192,480,184,8,87.5683
8192,480,192,8,94.9343
8192,480,200,8,93.1706
8192,480,208,8,90.2562
8192,480,216,8,83.5517
8192,480,224,8,88.7872
8192,480,232,8,86.4425
8192,480,240,8,89.6133
8192,480,248,8,89.2353
8192,480,256,8,87.7782
8192,480,264,8,86.305
8192,480,272,8,85.655
8192,480,280,8,84.8127
8192,480,288,8,84.5055
8192,480,296,8,83.1367
8192,480,304,8,81.5126
8192,480,312,8,80.1227
8192,480,320,8,77.8394
8192,480,328,8,75.1902
8192,480,336,8,72.5836
8192,480,344,8,70.4662
8192,480,352,8,67.1787
8192,480,360,8,64.9307
8192,480,368,8,64.2483
8192,480,376,8,60.3742
8192,480,384,8,59.5254
8192,480,392,8,55.0851
8192,480,400,8,54.5196
8192,480,408,8,53.2677
8192,480,416,8,50.7959
8192,480,424,8,51.0426
8192,480,432,8,48.3101
8192,480,440,8,47.3174
8192,480,448,8,45.6564
8192,480,456,8,45.1345
8192,480,464,8,44.7816
8192,480,472,8,43.8821
8192,488,8,8,26.4196
8192,488,16,8,38.806
8192,488,24,8,50.2355
8192,488,32,8,57.8654
8192,488,40,8,65.2731
8192,488,48,8,65.7646
8192,488,56,8,77.8157
8192,488,64,8,81.09
8192,488,72,8,84.9187
8192,488,80,8,83.5192
8192,488,88,8,87.1815
8192,488,96,8,88.389
8192,488,104,8,93.3437
8192,488,112,8,93.9331
8192,488,120,8,93.0256
8192,488,128,8,93.8227
8192,488,136,8,94.8808
8192,488,144,8,93.3348
8192,488,152,8,92.3124
8192,488,160,8,92.3674
8192,488,168,8,95.9254
8192,488,176,8,97.5314
8192,488,184,8,95.6833
8192,488,192,8,97.3253
8192,488,200,8,94.3189
8192,488,208,8,93.7207
8192,488,216,8,92.0674
8192,488,224,8,90.5663
8192,488,232,8,88.7406
8192,488,240,8,87.5882
8192,488,248,8,90.6548
8192,488,256,8,89.3384
8192,488,264,8,89.3252
8192,488,272,8,87.6259
8192,488,280,8,87.2171
8192,488,288,8,85.5784
8192,488,296,8,84.4599
8192,488,304,8,81.6387
8192,488,312,8,81.8413
8192,488,320,8,77.2868
8192,488,328,8,76.135
8192,488,336,8,73.6574
8192,488,344,8,70.8957
8192,488,352,8,67.447
8192,488,360,8,67.0578
8192,488,368,8,65.4438
8192,488,376,8,62.8248
8192,488,384,8,61.3579
8192,488,392,8,57.7775
8192,488,400,8,56.1176
8192,488,408,8,54.8998
8192,488,416,8,54.2636
8192,488,424,8,51.5428
8192,488,432,8,50.7036
8192,488,440,8,49.1268
8192,488,448,8,47.4951
8192,488,456,8,46.9724
8192,488,464,8,45.8395
8192,488,472,8,45.1687
8192,488,480,8,44.6488
8192,496,8,8,26.082
8192,496,16,8,40.4328
8192,496,24,8,51.3753
8192,496,32,8,60.2607
8192,496,40,8,66.1002
8192,496,48,8,66.4474
8192,496,56,8,77.4718
8192,496,64,8,80.3302
8192,496,72,8,84.7351
8192,496,80,8,85.3269
8192,496,88,8,88.8722
8192,496,96,8,88.6735
8192,496,104,8,92.0724
8192,496,112,8,90.2537
8192,496,120,8,90.7624
8192,496,128,8,93.1544
8192,496,136,8,93.6364
8192,496,144,8,93.475
8192,496,152,8,91.598
8192,496,160,8,91.1986
8192,496,168,8,96.1696
8192,496,176,8,95.6655
8192,496,184,8,93.7031
8192,496,192,8,90.9997
8192,496,200,8,95.3088
8192,496,208,8,93.7644
8192,496,216,8,92.2038
8192,496,224,8,88.7282
8192,496,232,8,88.9344
8192,496,240,8,86.3647
8192,496,248,8,90.4246
8192,496,256,8,88.876
8192,496,264,8,85.9591
8192,496,272,8,86.775
8192,496,280,8,86.9324
8192,496,288,8,84.7846
8192,496,296,8,82.8147
8192,496,304,8,82.4628
8192,496,312,8,80.1525
8192,496,320,8,77.798
8192,496,328,8,76.5143
8192,496,336,8,74.2203
8192,496,344,8,72.3039
8192,496,352,8,69.3255
8192,496,360,8,66.9754
8192,496,368,8,65.0572
8192,496,376,8,63.8917
8192,496,384,8,62.4123
8192,496,392,8,58.2069
8192,496,400,8,56.2899
8192,496,408,8,55.2113
8192,496,416,8,54.0694
8192,496,424,8,52.0601
8192,496,432,8,51.296
8192,496,440,8,49.7792
8192,496,448,8,48.0012
8192,496,456,8,47.0618
8192,496,464,8,47.0863
8192,496,472,8,45.2754
8192,496,480,8,43.7696
8192,496,488,8,43.684
8192,504,8,8,25.4964
8192,504,16,8,39.0434
8192,504,24,8,50.6703
8192,504,32,8,59.2861
8192,504,40,8,66.4336
8192,504,48,8,65.7838
8192,504,56,8,79.8134
8192,504,64,8,83.9009
8192,504,72,8,82.9186
8192,504,80,8,87.7696
8192,504,88,8,90.1349
8192,504,96,8,89.2627
8192,504,104,8,94.4063
8192,504,112,8,93.6185
8192,504,120,8,86.2849
8192,504,128,8,91.4433
8192,504,136,8,95.5524
8192,504,144,8,94.4289
8192,504,152,8,93.7206
8192,504,160,8,91.0804
8192,504,168,8,95.8808
8192,504,176,8,94.1473
8192,504,184,8,96.1821
8192,504,192,8,97.1912
8192,504,200,8,96.8167
8192,504,208,8,94.581
8192,504,216,8,91.7754
8192,504,224,8,92.4756
8192,504,232,8,89.2546
8192,504,240,8,89.2331
8192,504,248,8,88.5553
8192,504,256,8,90.3592
8192,504,264,8,86.1737
8192,504,272,8,88.4522
8192,504,280,8,87.1422
8192,504,288,8,86.4122
8192,504,296,8,80.5428
8192,504,304,8,79.9587
8192,504,312,8,78.9588
8192,504,320,8,77.2156
8192,504,328,8,74.0784
8192,504,336,8,74.1578
8192,504,344,8,71.4474
8192,504,352,8,68.0254
8192,504,360,8,66.0582
8192,504,368,8,64.1725
8192,504,376,8,62.671
8192,504,384,8,60.636
8192,504,392,8,58.5973
8192,504,400,8,56.8564
8192,504,408,8,55.6362
8192,504,416,8,53.5014
8192,504,424,8,52.7534
8192,504,432,8,51.5979
8192,504,440,8,49.6192
8192,504,448,8,50.3613
8192,504,456,8,47.177
8192,504,464,8,46.1719
8192,504,472,8,45.5539
8192,504,480,8,44.5933
8192,504,488,8,42.9903
8192,504,496,8,43.7406
8192,512,8,8,23.575
8192,512,16,8,35.1352
8192,512,24,8,45.2631
8192,512,32,8,54.2298
8192,512,40,8,60.2088
8192,512,48,8,61.2647
8192,512,56,8,72.7283
8192,512,64,8,79.1343
8192,512,72,8,80.0669
8192,512,80,8,83.9538
8192,512,88,8,87.3479
8192,512,96,8,87.3737
8192,512,104,8,90.7341
8192,512,112,8,90.3197
8192,512,120,8,88.7862
8192,512,128,8,93.3154
8192,512,136,8,93.4114
8192,512,144,8,92.2704
8192,512,152,8,86.3258
8192,512,160,8,90.0625
8192,512,168,8,88.6714
8192,512,176,8,95.1361
8192,512,184,8,92.3074
8192,512,192,8,95.7278
8192,512,200,8,93.9246
8192,512,208,8,92.5979
8192,512,216,8,91.9004
8192,512,224,8,89.7866
8192,512,232,8,86.5655
8192,512,240,8,86.8187
8192,512,248,8,84.2673
8192,512,256,8,87.441
8192,512,264,8,85.5328
8192,512,272,8,85.3331
8192,512,280,8,85.0284
8192,512,288,8,84.4566
8192,512,296,8,80.1862
8192,512,304,8,79.22
8192,512,312,8,77.6349
8192,512,320,8,75.5102
8192,512,328,8,74.4978
8192,512,336,8,70.9091
8192,512,344,8,69.5444
8192,512,352,8,67.8242
8192,512,360,8,65.3327
8192,512,368,8,65.8963
8192,512,376,8,61.799
8192,512,384,8,60.2747
8192,512,392,8,57.1185
8192,512,400,8,55.2074
8192,512,408,8,53.8297
8192,512,416,8,52.073
8192,512,424,8,50.6522
8192,512,432,8,50.7442
8192,512,440,8,49.603
