threads,size,nb,ib,Time_sec,GFlops
1,4096,32,8,5.18617e-05,2.527337129326652
1,4096,32,12,4.88524e-05,2.683020690897479
1,4096,32,16,4.77442e-05,2.745296810921536
1,4096,36,8,5.85648e-05,3.186624047209245
1,4096,36,12,4.8316e-05,3.8625714049176256
1,4096,36,16,5.10507e-05,3.655659961567618
1,4096,40,8,6.49576e-05,3.941032304149168
1,4096,40,12,5.69468e-05,4.495423799054556
1,4096,40,16,5.75928e-05,4.445000069453126
1,4096,40,20,5.41647e-05,4.726325448123962
1,4096,44,8,7.77169e-05,4.384323100895687
1,4096,44,12,6.26167e-05,5.4416154156958125
1,4096,44,16,6.05909e-05,5.623550731215413
1,4096,44,20,6.41222e-05,5.313853860285517
1,4096,48,8,7.66737e-05,5.76948810348268
1,4096,48,12,5.93229e-05,7.456951699933752
1,4096,48,16,6.37202e-05,6.9423510911767385
1,4096,48,20,6.64428e-05,6.657877151474652
1,4096,48,24,5.62918e-05,7.858480275990463
1,4096,52,8,9.25357e-05,6.078000166422257
1,4096,52,12,7.22398e-05,7.785625098629841
1,4096,52,16,7.48316e-05,7.5159691894867935
1,4096,52,20,7.287e-05,7.7182928502813235
1,4096,52,24,6.84697e-05,8.214319618751068
1,4096,56,8,0.000102118,6.878943966783525
1,4096,56,12,7.94139e-05,8.845605114469885
1,4096,56,16,8.08844e-05,8.684789650414666
1,4096,56,20,8.03246e-05,8.745315880813598
1,4096,56,24,7.46192e-05,9.413984604498577
1,4096,56,28,7.28776e-05,9.638956277374666
1,4096,60,8,0.00011227,7.695733499599181
1,4096,60,12,7.74887e-05,11.150012840581915
1,4096,60,16,8.15592e-05,10.593532060147725
1,4096,60,20,8.49089e-05,10.175611743880795
1,4096,60,24,7.2409e-05,11.932218370644533
1,4096,60,28,8.0221e-05,10.770247192131734
1,4096,64,8,0.000125557,8.3513941875005
1,4096,64,12,9.34739e-05,11.217847976814918
1,4096,64,16,9.58294e-05,10.942111711019791
1,4096,64,20,0.000101962,10.283988152448952
1,4096,64,24,8.58039e-05,12.220610018891914
1,4096,64,28,8.97476e-05,11.683610480948795
1,4096,64,32,9.03436e-05,11.6065332796125
1,4096,68,8,0.000147249,8.541504526346529
1,4096,68,12,0.000105348,11.938793332573946
1,4096,68,16,0.000111354,11.294861432907664
1,4096,68,20,0.000115803,10.860927609820124
1,4096,68,24,9.68396e-05,12.987744682960276
1,4096,68,28,9.85716e-05,12.759537229790324
1,4096,68,32,0.000103488,12.153370439084725
1,4096,72,8,0.000151832,9.833184045524
1,4096,72,12,0.000102092,14.623986208517808
1,4096,72,16,0.000113976,13.09917877447884
1,4096,72,20,0.000112191,13.307591518036206
1,4096,72,24,9.35365e-05,15.961597878902888
1,4096,72,28,0.000101247,14.746036919612433
1,4096,72,32,0.000108615,13.74572572849054
1,4096,72,36,9.19488e-05,16.237210273543536
1,4096,76,8,0.00018173,9.662158146701149
1,4096,76,12,0.00012334,14.23628993027404
1,4096,76,16,0.000125645,13.97512037884516
1,4096,76,20,0.000133054,13.196927563245
1,4096,76,24,0.000111991,15.678974203284191
1,4096,76,28,0.000121083,14.501655888935687
1,4096,76,32,0.000120369,14.587676228929377
1,4096,76,36,0.000111193,15.791497666219996
1,4096,80,8,0.000201991,10.13906560193276
1,4096,80,12,0.000138109,14.828867054283212
1,4096,80,16,0.000141947,14.427920280104548
1,4096,80,20,0.000146757,13.955041326819163
1,4096,80,24,0.000127224,16.097591649374333
1,4096,80,28,0.000125257,16.350383611295175
1,4096,80,32,0.000134196,15.261259650064083
1,4096,80,36,0.000123178,16.62634561366478
1,4096,80,40,0.0001229,16.66395443449959
1,4096,84,8,0.000223186,10.622601776097069
1,4096,84,12,0.000135398,17.50997799081227
1,4096,84,16,0.000154946,15.300917739083294
1,4096,84,20,0.000162692,14.572419049492291
1,4096,84,24,0.000122478,19.357076372899623
1,4096,84,28,0.000132133,17.94264869487562
1,4096,84,32,0.0001462,16.21625170998632
1,4096,84,36,0.000122694,19.32299867964204
1,4096,84,40,0.000131947,17.967941673550747
1,4096,88,8,0.000243723,11.184369140376576
1,4096,88,12,0.000160627,16.97029764609935
1,4096,88,16,0.00017538,15.54275287946174
1,4096,88,20,0.000181909,14.984899042928056
1,4096,88,24,0.00014354,18.99044168872788
1,4096,88,28,0.00015629,17.44121824812848
1,4096,88,32,0.000152268,17.901909790632306
1,4096,88,36,0.000140296,19.42954895364087
1,4096,88,40,0.000153126,17.80160129566501
1,4096,88,44,0.00015156,17.985537081024017
1,4096,92,8,0.000289394,10.763015128164373
1,4096,92,12,0.000181325,17.177730594236866
1,4096,92,16,0.000192541,16.177084361252927
1,4096,92,20,0.000199933,15.578978957950913
1,4096,92,24,0.000163783,19.01755371436596
1,4096,92,28,0.000178515,17.44812480743915
1,4096,92,32,0.000175832,17.71436371081487
1,4096,92,36,0.00016142,19.29594845744021
1,4096,92,40,0.000163262,19.07824233440727
1,4096,92,44,0.000178331,17.466127594192823
1,4096,96,8,0.000292979,12.079172910003788
1,4096,96,12,0.000174743,20.25227906124995
1,4096,96,16,0.000197545,17.91462198486421
1,4096,96,20,0.000205855,17.191440577105244
1,4096,96,24,0.000155331,22.783243525117328
1,4096,96,28,0.000171605,20.62261589114536
1,4096,96,32,0.00018299,19.33954860921362
1,4096,96,36,0.000153353,23.07710967506341
1,4096,96,40,0.000171538,20.630670755167948
1,4096,96,44,0.000184332,19.19875008137491
1,4096,96,48,0.000153401,23.069888723020057
1,4096,100,8,0.000344721,11.603586668639275
1,4096,100,12,0.000208439,19.19026669673142
1,4096,100,16,0.000231644,17.267876569218284
1,4096,100,20,0.000240959,16.600334496740107
1,4096,100,24,0.000185675,21.54301871549751
1,4096,100,28,0.000203037,19.700842703546645
1,4096,100,32,0.000218947,18.26926151077658
1,4096,100,36,0.000181568,22.03031371166725
1,4096,100,40,0.000201723,19.82917168592575
1,4096,100,44,0.000203547,19.651480984735716
1,4096,100,48,0.00018413,21.72378211046544
1,4096,104,8,0.00037259,12.07615878042889
1,4096,104,12,0.000233222,19.29258817778769
1,4096,104,16,0.000258878,17.380603991069155
1,4096,104,20,0.000271964,16.544307334794315
1,4096,104,24,0.000209133,21.514806367239988
1,4096,104,28,0.000225894,19.91843962212365
1,4096,104,32,0.00024289,18.524665486434188
1,4096,104,36,0.000205689,21.87504436309185
1,4096,104,40,0.000207395,21.695103546372863
1,4096,104,44,0.000227387,19.78765716597695
1,4096,104,48,0.00020807,21.62472244917576
1,4096,104,52,0.000206996,21.736922452607786
1,4096,108,8,0.000409998,12.289933121624983
1,4096,108,12,0.000229571,21.94897439136476
1,4096,108,16,0.000258161,19.51823861853649
1,4096,108,20,0.000289299,17.4174400879367
1,4096,108,24,0.000203393,24.77394993928011
1,4096,108,28,0.000219711,22.933981457460025
1,4096,108,32,0.000243898,20.659652805681063
1,4096,108,36,0.000194777,25.869830626819383
1,4096,108,40,0.00021775,23.140518943742823
1,4096,108,44,0.000243261,20.713751896111585
1,4096,108,48,0.000201589,24.99564956421233
1,4096,108,52,0.00022094,22.80640897981352
1,4096,112,8,0.00044861,12.526943224627182
1,4096,112,12,0.000266903,21.0552597760235
1,4096,112,16,0.000291792,19.259308000219335
1,4096,112,20,0.000309835,18.137757193344846
1,4096,112,24,0.000235807,23.8318285716709
1,4096,112,28,0.00025396,22.12833517089305
1,4096,112,32,0.000275373,20.40763618800681
1,4096,112,36,0.000232271,24.194634715483204
1,4096,112,40,0.000252651,22.24298340398415
1,4096,112,44,0.000252434,22.262104153957072
1,4096,112,48,0.000235313,23.88185948077667
1,4096,112,52,0.000254872,22.04915408518786
1,4096,112,56,0.000256719,21.890518426762338
1,4096,116,8,0.000506857,12.318235715399018
1,4096,116,12,0.000297933,20.956335820469704
1,4096,116,16,0.000335358,18.61766828284997
1,4096,116,20,0.000347342,17.97532115321499
1,4096,116,24,0.000268262,23.27420208602038
1,4096,116,28,0.000288332,21.654148689704925
1,4096,116,32,0.000314186,19.87225401513753
1,4096,116,36,0.000260255,23.99025571074523
1,4096,116,40,0.000259932,24.02006678669806
1,4096,116,44,0.000285976,21.8325453884242
1,4096,116,48,0.000264493,23.60585724385901
1,4096,116,52,0.000266643,23.415518127233792
1,4096,116,56,0.000290933,21.46055621053645
1,4096,120,8,0.000525287,13.158520960922312
1,4096,120,12,0.000292242,23.65163118237625
1,4096,120,16,0.000347705,19.878920349146547
1,4096,120,20,0.000358727,19.26813426366011
1,4096,120,24,0.000251714,27.45973604964364
1,4096,120,28,0.000301282,22.94196135182321
1,4096,120,32,0.000299773,23.05744680141307
1,4096,120,36,0.000250954,27.54289630768985
1,4096,120,40,0.000270618,25.5415382568787
1,4096,120,44,0.000297567,23.22838217947555
1,4096,120,48,0.000251043,27.53313177423788
1,4096,120,52,0.000278876,24.78520919691906
1,4096,120,56,0.000301966,22.88999423776187
1,4096,120,60,0.000254023,27.21013451537853
1,4096,124,8,0.000606865,12.56703879775568
1,4096,124,12,0.000339245,22.48079116862444
1,4096,124,16,0.000375512,20.30959330194508
1,4096,124,20,0.000418514,18.222797803657706
1,4096,124,24,0.000296694,25.704921569023977
1,4096,124,28,0.000325276,23.446230278286748
1,4096,124,32,0.000345501,22.073730611488823
1,4096,124,36,0.000290991,26.208700612733725
1,4096,124,40,0.000318458,23.94820039063236
1,4096,124,44,0.000318335,23.957453625897248
1,4096,124,48,0.000292194,26.10079604646228
1,4096,124,52,0.000321106,23.750711603022054
1,4096,124,56,0.000326203,23.37960104597444
1,4096,124,60,0.000297143,25.666079968230783
1,4096,128,8,0.000640943,13.087915774101598
1,4096,128,12,0.00037325,22.47450234427328
1,4096,128,16,0.000412151,20.35323946805904
1,4096,128,20,0.00045315,18.5117687300011
1,4096,128,24,0.000339561,24.704274047961928
1,4096,128,28,0.000360217,23.287651610001745
1,4096,128,32,0.00038466,21.807851089273644
1,4096,128,36,0.000328608,25.527704742428668
1,4096,128,40,0.000354727,23.64806738703285
1,4096,128,44,0.000354955,23.63287740699525
1,4096,128,48,0.000329194,25.48226273868904
1,4096,128,52,0.000332986,25.192074141255187
1,4096,128,56,0.000361965,23.17519097150277
1,4096,128,60,0.000332119,25.25783830494491
1,4096,128,64,0.000340308,24.65004642852945
1,4096,132,8,0.000695652,13.224819306204829
1,4096,132,12,0.000365922,25.14162034531949
1,4096,132,16,0.000443054,20.764674283495918
1,4096,132,20,0.000457791,20.09622731770612
1,4096,132,24,0.00032168,28.599452872419796
1,4096,132,28,0.000379713,24.228488358312724
1,4096,132,32,0.000409635,22.458705921124903
1,4096,132,36,0.000312272,29.46108520776759
1,4096,132,40,0.000347921,26.44241652559058
1,4096,132,44,0.000373883,24.60628592367131
1,4096,132,48,0.000310102,29.66724497100954
1,4096,132,52,0.000345492,26.62832135042201
