threads,size,nb,ib,Time_sec,GFlops
1,4096,32,8,1.55638e-05,8.421593698197098
1,4096,32,12,1.35248e-05,9.691233881462201
1,4096,32,16,1.21944e-05,10.748540313586565
1,4096,36,8,2.07211e-05,9.006471664149103
1,4096,36,12,1.64853e-05,11.320631107714146
1,4096,36,16,1.65642e-05,11.266707719056761
1,4096,40,8,2.39563e-05,10.686124318029078
1,4096,40,12,2.2312e-05,11.473646468268196
1,4096,40,16,1.91518e-05,13.366889796259361
1,4096,40,20,1.70595e-05,15.006301474251883
1,4096,44,8,3.15383e-05,10.803879727188846
1,4096,44,12,2.65562e-05,12.830751387623229
1,4096,44,16,2.3494e-05,14.503107176300333
1,4096,44,20,2.39828e-05,14.207515386026653
1,4096,48,8,3.55824e-05,12.432213678672602
1,4096,48,12,3.04071e-05,14.548181181368825
1,4096,48,16,2.68716e-05,16.462287321930962
1,4096,48,20,2.71391e-05,16.300024687627815
1,4096,48,24,2.52643e-05,17.509608419786023
1,4096,52,8,4.6367e-05,12.130006254448208
1,4096,52,12,3.92393e-05,14.333385152130644
1,4096,52,16,3.51714e-05,15.991174647582978
1,4096,52,20,3.25027e-05,17.304162423429435
1,4096,52,24,3.40717e-05,16.50730665038727
1,4096,56,8,5.28326e-05,13.296033131059232
1,4096,56,12,4.4352e-05,15.83838383838384
1,4096,56,16,4.04592e-05,17.362281013959745
1,4096,56,20,3.6501e-05,19.245061779129337
1,4096,56,24,3.83073e-05,18.337601449332112
1,4096,56,28,3.51094e-05,20.007861142599985
1,4096,60,8,6.4915e-05,13.309712701224678
1,4096,60,12,5.21791e-05,16.558353823657363
1,4096,60,16,4.744e-05,18.21247892074199
1,4096,60,20,4.34783e-05,19.871982115216095
1,4096,60,24,4.58287e-05,18.85281493911021
1,4096,60,28,4.72986e-05,18.266925448110516
1,4096,64,8,7.41074e-05,14.149410180359856
1,4096,64,12,6.32226e-05,16.5854615279979
1,4096,64,16,5.5985e-05,18.72958828257569
1,4096,64,20,5.35022e-05,19.59874547214881
1,4096,64,24,5.13245e-05,20.43032080195618
1,4096,64,28,5.15811e-05,20.328686282378623
1,4096,64,32,4.74927e-05,22.078677354625025
1,4096,68,8,8.7263e-05,14.413073123775256
1,4096,68,12,7.40883e-05,16.976067746189347
1,4096,68,16,6.6885e-05,18.80433580025417
1,4096,68,20,6.26512e-05,20.07508236075287
1,4096,68,24,6.12127e-05,20.546847304562615
1,4096,68,28,5.99391e-05,20.9834315163224
1,4096,68,32,5.93561e-05,21.189532331133616
1,4096,72,8,9.67771e-05,15.427120672142479
1,4096,72,12,8.06136e-05,18.520348923754803
1,4096,72,16,7.34701e-05,20.32108299838982
1,4096,72,20,6.89619e-05,21.649519517298682
1,4096,72,24,6.56531e-05,22.74061697010499
1,4096,72,28,6.64057e-05,22.482889270047604
1,4096,72,32,6.51435e-05,22.918510672592046
1,4096,72,36,6.18228e-05,24.149537063995812
1,4096,76,8,0.000113662,15.448470025162322
1,4096,76,12,9.81134e-05,17.89667874113016
1,4096,76,16,8.41715e-05,20.86102778256298
1,4096,76,20,8.01745e-05,21.901028381842107
1,4096,76,24,8.34426e-05,21.043256082624463
1,4096,76,28,7.67226e-05,22.886398531853718
1,4096,76,32,7.63636e-05,22.993991901900905
1,4096,76,36,7.71799e-05,22.75079392432486
1,4096,80,8,0.00012601,16.252678358860408
1,4096,80,12,0.000107697,19.016314289163116
1,4096,80,16,9.30509e-05,22.00945933892096
1,4096,80,20,8.62869e-05,23.734773181097015
1,4096,80,24,9.04224e-05,22.64925505184556
1,4096,80,28,8.63944e-05,23.705240154454458
1,4096,80,32,8.32695e-05,24.59483964716973
1,4096,80,36,8.44239e-05,24.258533424776633
1,4096,80,40,7.91278e-05,25.882180472602546
1,4096,84,8,0.000150555,15.747175450831923
1,4096,84,12,0.000122666,19.327409388094498
1,4096,84,16,0.000120601,19.65834445817199
1,4096,84,20,0.000106924,22.17290785978826
1,4096,84,24,0.000105339,22.506536040782617
1,4096,84,28,9.83601e-05,24.103432184391842
1,4096,84,32,9.58287e-05,24.74014569747894
1,4096,84,36,9.89196e-05,23.967100554389624
